Column,Spearman Correlation,Spearman p-value,Pearson Correlation,Pearson p-value
cna_DLX5,0.085631231,0.005063808,0.082862757,0.006687689
cna_ACN9,0.087745938,0.004073263,0.084282648,0.005804162
cna_TAC1,0.085979209,0.004887157,0.081597022,0.007575134
cna_ASNS,0.085979209,0.004887157,0.081597022,0.007575134
cna_MGC72080,0.085979209,0.004887157,0.081597022,0.007575134
cna_OCM2,0.088025835,0.003956241,0.083281442,0.006415377
cna_LMTK2,0.089175664,0.003506827,0.083108818,0.006526421
cna_BHLHA15,0.089175664,0.003506827,0.083108818,0.006526421
cna_TECPR1,0.089175664,0.003506827,0.083108818,0.006526421
cna_BRI3,0.091371493,0.002775143,0.08522786,0.005275778
cna_BAIAP2L1,0.091371493,0.002775143,0.08522786,0.005275778
cna_NPTX2,0.094102562,0.002060177,0.085632121,0.005063349
cna_AC004893.11,0.095616179,0.001740891,0.093618735,0.002173034
cna_MIR3609,0.095616179,0.001740891,0.093618735,0.002173034
cna_SMURF1,0.09470455,0.001927262,0.092174058,0.002544533
cna_TMEM130,0.095616179,0.001740891,0.093618735,0.002173034
cna_TRRAP,0.095616179,0.001740891,0.093618735,0.002173034
cna_KPNA7,0.092068957,0.002573703,0.0912328,0.002816874
cna_MYH16,0.090965264,0.002898994,0.091167438,0.002836739
cna_ARPC1A,0.094770921,0.001913099,0.092954351,0.002337237
cna_ARPC1B,0.0954874,0.001766174,0.094349411,0.00200469
cna_PDAP1,0.097355943,0.001430375,0.095481737,0.001767293
cna_BUD31,0.097355943,0.001430375,0.095481737,0.001767293
cna_ATP5J2-PTCD1,0.094840298,0.001898397,0.093000046,0.00232559
cna_PTCD1,0.094840298,0.001898397,0.093000046,0.00232559
cna_CPSF4,0.094840298,0.001898397,0.093000046,0.00232559
cna_ATP5J2,0.094840298,0.001898397,0.093000046,0.00232559
cna_ZNF789,0.094840298,0.001898397,0.093000046,0.00232559
cna_ZNF394,0.09105744,0.002870458,0.090793882,0.002952741
cna_ZKSCAN5,0.09105744,0.002870458,0.090793882,0.002952741
cna_FAM200A,0.086614176,0.004579103,0.085817943,0.00496832
cna_ZNF655,0.086614176,0.004579103,0.085817943,0.00496832
cna_TMEM225B,0.086476427,0.004644399,0.086254396,0.004751422
cna_ZSCAN25,0.086476427,0.004644399,0.086254396,0.004751422
cna_CYP3A5,0.086408802,0.004676763,0.086818363,0.00448384
cna_CYP3A7-CYP3A51P,0.087414192,0.004216019,0.088669281,0.0036987
cna_CYP3A7,0.087414192,0.004216019,0.088669281,0.0036987
cna_CYP3A4,0.087414192,0.004216019,0.088669281,0.0036987
cna_CYP3A43,0.087414192,0.004216019,0.088669281,0.0036987
cna_OR2AE1,0.087414192,0.004216019,0.088669281,0.0036987
cna_TRIM4,0.088248617,0.003865287,0.090414107,0.00307509
cna_GJC3,0.087414192,0.004216019,0.088669281,0.0036987
cna_AZGP1,0.085816086,0.004969261,0.087592213,0.004138859
cna_AZGP1P1,0.085816086,0.004969261,0.087592213,0.004138859
cna_ZKSCAN1,0.087611161,0.004130723,0.090893795,0.002921298
cna_ZSCAN21,0.085614892,0.005072243,0.088599931,0.003725707
cna_ZNF3,0.085614892,0.005072243,0.088599931,0.003725707
cna_COPS6,0.085978643,0.00488744,0.088771792,0.003659105
cna_MCM7,0.085978643,0.00488744,0.088771792,0.003659105
cna_MIR106B,0.085978643,0.00488744,0.088771792,0.003659105
cna_MIR25,0.085978643,0.00488744,0.088771792,0.003659105
cna_MIR93,0.085978643,0.00488744,0.088771792,0.003659105
cna_AP4M1,0.085978643,0.00488744,0.088771792,0.003659105
cna_TAF6,0.090171317,0.003155708,0.092030113,0.002584561
cna_CNPY4,0.089507314,0.003386111,0.090217286,0.003140298
cna_MBLAC1,0.089507314,0.003386111,0.090217286,0.003140298
cna_LAMTOR4,0.089507314,0.003386111,0.090217286,0.003140298
cna_C7orf43,0.089507314,0.003386111,0.090217286,0.003140298
cna_GAL3ST4,0.08732752,0.004254055,0.088997332,0.003573342
cna_MIR4658,0.089507314,0.003386111,0.090217286,0.003140298
cna_GPC2,0.08732752,0.004254055,0.088997332,0.003573342
cna_STAG3,0.088359051,0.003820908,0.089827681,0.003273102
cna_GATS,0.088359051,0.003820908,0.089827681,0.003273102
cna_PVRIG,0.089945512,0.003232408,0.090895468,0.002920774
cna_PMS2P1,0.085950263,0.004901637,0.087020124,0.004391473
cna_SPDYE3,0.087851066,0.004028947,0.089004953,0.003570476
cna_STAG3L5P-PVRIG2P-PILRB,0.085950263,0.004901637,0.087020124,0.004391473
cna_STAG3L5P,0.085950263,0.004901637,0.087020124,0.004391473
cna_MIR6840,0.085950263,0.004901637,0.087020124,0.004391473
cna_PILRB,0.085950263,0.004901637,0.087020124,0.004391473
cna_PVRIG2P,0.085950263,0.004901637,0.087020124,0.004391473
cna_PILRA,0.083861847,0.006054362,0.085839047,0.00495763
cna_ZCWPW1,0.085221986,0.005278923,0.086760603,0.004510604
cna_MEPCE,0.084638626,0.005599816,0.086078681,0.004837694
cna_PPP1R35,0.084638626,0.005599816,0.086078681,0.004837694
cna_C7orf61,0.084272351,0.005810172,0.084966899,0.005417142
cna_TSC22D4,0.084272351,0.005810172,0.084966899,0.005417142
cna_NYAP1,0.084272351,0.005810172,0.084966899,0.005417142
cna_AGFG2,0.081563412,0.007600072,0.0834024,0.006338584
cna_LRCH4,0.081563412,0.007600072,0.0834024,0.006338584
cna_SAP25,0.081563412,0.007600072,0.0834024,0.006338584
cna_ZASP,0.081563412,0.007600072,0.0834024,0.006338584
cna_FBXO24,0.081563412,0.007600072,0.0834024,0.006338584
cna_PCOLCE-AS1,0.081563412,0.007600072,0.0834024,0.006338584
cna_MOSPD3,0.081563412,0.007600072,0.0834024,0.006338584
cna_PCOLCE,0.081563412,0.007600072,0.0834024,0.006338584
cna_TFR2,0.081563412,0.007600072,0.0834024,0.006338584
cna_ACTL6B,0.081563412,0.007600072,0.0834024,0.006338584
cna_GIGYF1,0.076835328,0.011932683,0.076778877,0.011995515
cna_GNB2,0.076835328,0.011932683,0.076778877,0.011995515
cna_POP7,0.079536039,0.009247261,0.078337395,0.010364416
cna_EPO,0.081867271,0.007377256,0.080742102,0.008232777
cna_ZAN,0.07846559,0.010239461,0.078162525,0.01053705
cna_EPHB4,0.081208485,0.00786795,0.080154477,0.008713927
cna_SLC12A9,0.079593044,0.009196911,0.081438283,0.007693566
cna_MIR6875,0.079869308,0.008956346,0.082482806,0.006943741
cna_TRIP6,0.079869308,0.008956346,0.082482806,0.006943741
cna_SRRT,0.079869308,0.008956346,0.082482806,0.006943741
cna_ACHE,0.079869308,0.008956346,0.082482806,0.006943741
cna_UFSP1,0.079869308,0.008956346,0.082482806,0.006943741
cna_MUC12,0.071810299,0.018810561,0.081089248,0.007959821
cna_MUC17,0.073873284,0.015651737,0.08227528,0.007087277
cna_TRIM56,0.073526597,0.016147558,0.082801999,0.006728056
cna_SERPINE1,0.073526597,0.016147558,0.082801999,0.006728056
cna_AP1S1,0.074918839,0.014236487,0.082573673,0.006881718
cna_MIR4653,0.074918839,0.014236487,0.082573673,0.006881718
cna_VGF,0.074918839,0.014236487,0.082573673,0.006881718
cna_NAT16,0.074918839,0.014236487,0.082573673,0.006881718
cna_MOGAT3,0.074918839,0.014236487,0.082573673,0.006881718
cna_PLOD3,0.072770149,0.017277509,0.082354171,0.007032401
cna_ZNHIT1,0.072770149,0.017277509,0.082354171,0.007032401
cna_CLDN15,0.072759365,0.017294106,0.082875661,0.006679144
cna_FIS1,0.072759365,0.017294106,0.082875661,0.006679144
cna_EMSLR,0.07722601,0.01150577,0.084263865,0.005815129
cna_COL26A1,0.073315822,0.016455696,0.080753406,0.008223759
cna_RABL5,0.073315822,0.016455696,0.080753406,0.008223759
cna_LINC01007,0.073315822,0.016455696,0.080753406,0.008223759
cna_MYL10,0.073315822,0.016455696,0.080753406,0.008223759
cna_CUX1,0.079781003,0.009032622,0.087591214,0.004139289
cna_MIR4285,0.082253105,0.00710277,0.091079592,0.002863638
cna_SH2B2,0.082253105,0.00710277,0.091079592,0.002863638
cna_SPDYE6,0.076078884,0.012799314,0.083425016,0.006324318
cna_LOC100289561,0.076078884,0.012799314,0.083425016,0.006324318
cna_LOC100630923,0.076830068,0.011938526,0.084161158,0.005875425
cna_PRKRIP1,0.079435448,0.009336708,0.086087716,0.004833224
cna_ORAI2,0.079241926,0.009510961,0.085437672,0.005164544
cna_ALKBH4,0.08132606,0.007778291,0.081761861,0.00745388
cna_FAM185A,0.079667203,0.009131776,0.079615788,0.009176891
cna_LRWD1,0.08132606,0.007778291,0.081761861,0.00745388
cna_MIR4467,0.08132606,0.007778291,0.081761861,0.00745388
cna_MIR5090,0.08132606,0.007778291,0.081761861,0.00745388
cna_POLR2J2,0.08132606,0.007778291,0.081761861,0.00745388
cna_POLR2J3,0.08132606,0.007778291,0.081761861,0.00745388
cna_POLR2J,0.08132606,0.007778291,0.081761861,0.00745388
cna_RASA4B,0.08132606,0.007778291,0.081761861,0.00745388
cna_RASA4,0.08132606,0.007778291,0.081761861,0.00745388
cna_SPDYE2,0.08132606,0.007778291,0.081761861,0.00745388
cna_UPK3BL,0.08132606,0.007778291,0.081761861,0.00745388
cna_FBXL13,0.079662957,0.009135494,0.080520048,0.008411733
cna_LRRC17,0.079586229,0.009202918,0.080993374,0.008034384
cna_ARMC10,0.078817873,0.009902952,0.08017854,0.008693742
cna_NAPEPLD,0.078952773,0.00977672,0.079751686,0.009058075
cna_RPL19P12,0.077734876,0.010970038,0.080474695,0.008448708
cna_DPY19L2P2,0.078952773,0.00977672,0.079751686,0.009058075
cna_PMPCB,0.079763911,0.009047453,0.080617093,0.0083331
cna_DNAJC2,0.081161169,0.007904292,0.081557129,0.007604743
cna_PSMC2,0.081254121,0.007833041,0.081160028,0.007905171
cna_SLC26A5,0.081254121,0.007833041,0.081160028,0.007905171
cna_SLC26A5-AS1,0.080174498,0.008697129,0.081192363,0.007880316
cna_RELN,0.08559864,0.005080644,0.090306353,0.003110635
cna_ORC5,0.077613473,0.011095799,0.081847251,0.007391755
cna_LHFPL3,0.083041369,0.006570276,0.086661844,0.004556701
cna_LHFPL3-AS1,0.081404274,0.007719154,0.085066942,0.005362549
cna_LHFPL3-AS2,0.082456472,0.006961809,0.086303254,0.004727682
cna_LINC01004,0.08324141,0.006440977,0.087409045,0.004218269
cna_KMT2E-AS1,0.081465592,0.007673074,0.086131593,0.004811568
cna_KMT2E,0.08604389,0.004854943,0.09016395,0.003158184
cna_SRPK2,0.095461455,0.001771308,0.100781536,0.000962705
cna_PUS7,0.08377344,0.006108145,0.092493289,0.002457775
cna_RINT1,0.086953638,0.004421719,0.094527599,0.001965492
cna_EFCAB10,0.086953638,0.004421719,0.094527599,0.001965492
cna_ATXN7L1,0.082501696,0.006930806,0.090819166,0.002944755
cna_CDHR3,0.077288003,0.011439286,0.077914872,0.010785906
cna_SYPL1,0.080045736,0.008805667,0.079453871,0.009320269
cna_NAMPT,0.077893004,0.01080813,0.076577366,0.0122222
cna_CCDC71L,0.073930643,0.015571007,0.074574838,0.014689151
cna_PIK3CG,0.069934129,0.022153095,0.072693617,0.017395598
cna_PRKAR2B,0.066714797,0.029096344,0.070368598,0.02133627
cna_HBP1,0.065944972,0.031010092,0.070439619,0.021205267
cna_COG5,0.069312513,0.023368935,0.072873572,0.017119043
cna_GPR22,0.070841433,0.020477201,0.074128565,0.015295241
cna_DUS4L,0.066003496,0.030860907,0.071152974,0.019927781
cna_BCAP29,0.066003496,0.030860907,0.071152974,0.019927781
cna_SLC26A4-AS1,0.070841433,0.020477201,0.074128565,0.015295241
cna_SLC26A4,0.070841433,0.020477201,0.074128565,0.015295241
cna_CBLL1,0.070841433,0.020477201,0.074128565,0.015295241
cna_SLC26A3,0.070764898,0.020614175,0.073550254,0.016113292
cna_DLD,0.07095669,0.020272421,0.072704711,0.017378436
cna_LAMB1,0.070764898,0.020614175,0.073550254,0.016113292
cna_LAMB4,0.070419308,0.021242662,0.07245822,0.017763258
cna_NRCAM,0.07063752,0.020843914,0.070537901,0.021025135
cna_PNPLA8,0.066603435,0.029366745,0.067815483,0.026536866
cna_THAP5,0.066263261,0.03020614,0.067968396,0.026197129
cna_DNAJB9,0.066263261,0.03020614,0.067968396,0.026197129
cna_C7orf66,0.067095678,0.028187633,0.070713536,0.020706546
cna_EIF3IP1,0.069643362,0.022714803,0.072812083,0.017213102
cna_IMMP2L,0.066586455,0.029408164,0.069217397,0.023559989
cna_AC002463.3,0.061556037,0.044103451,0.064587084,0.034649143
cna_IFRD1,0.06145314,0.044459267,0.064364272,0.035279777
cna_LINC03076,0.06145314,0.044459267,0.064364272,0.035279777
cna_LSMEM1,0.06145314,0.044459267,0.064364272,0.035279777
cna_TMEM168,0.062040981,0.042458678,0.064396166,0.035188909
cna_MIR3666,0.061717903,0.04354858,0.064252034,0.035601136
cna_MDFIC,0.062047896,0.042435603,0.065326604,0.03262452
cna_LSM8,0.061775591,0.043352257,0.065281924,0.032743905
cna_ANKRD7,0.063221503,0.038670044,0.068395741,0.0252675
cna_NDUFA5,0.061299675,0.044994437,0.076238623,0.012611809
cna_GPR37,0.060131494,0.049248608,0.076691265,0.01209361
cna_C7orf77,0.060131494,0.049248608,0.076691265,0.01209361
cna_CPA5,0.063307686,0.038405065,0.082343043,0.007040118
cna_CPA1,0.062583387,0.040680688,0.080140541,0.008725637
cna_CEP41,0.062365602,0.041386862,0.078936739,0.009791648
cna_MESTIT1,0.061871326,0.043028101,0.08016784,0.008702712
cna_MEST,0.061871326,0.043028101,0.08016784,0.008702712
cna_MIR335,0.061871326,0.043028101,0.08016784,0.008702712
cna_COPG2,0.062049177,0.04243133,0.080690528,0.008274035
cna_KLF14,0.060329311,0.048505375,0.078884509,0.009840418
cna_MIR29A,0.060402451,0.048232967,0.079045497,0.009690787
cna_LINC-PINT,0.06286634,0.039778467,0.080329891,0.008567735
cna_MIR29B1,0.060402451,0.048232967,0.079045497,0.009690787
cna_LINC00513,0.060402451,0.048232967,0.079045497,0.009690787
cna_MKLN1,0.062408448,0.04124712,0.079205823,0.009543788
cna_PODXL,0.063860948,0.036740441,0.079156058,0.009589202
cna_EXOC4,0.063384924,0.038168898,0.079041228,0.009694728
cna_MIR6133,0.060548657,0.04769227,0.078544294,0.010163412
cna_AKR1B1,0.060631908,0.047386673,0.07829259,0.010408407
cna_AKR1B10,0.060390239,0.048278359,0.077278071,0.011449915
cna_AKR1B15,0.060390239,0.048278359,0.077278071,0.011449915
cna_BPGM,0.060773423,0.046870975,0.078363197,0.010339158
cna_CNOT4,0.063055035,0.039186263,0.080113337,0.008748535
cna_NUP205,0.064277136,0.035529047,0.081388808,0.007730816
cna_C7orf73,0.064235138,0.035649725,0.081987969,0.007290387
cna_SLC13A4,0.062118881,0.042199356,0.080202325,0.008673831
cna_FAM180A,0.065459592,0.032271377,0.082960223,0.006623387
cna_LUZP6,0.062964215,0.039470353,0.080370086,0.008534546
cna_PARP12,0.0627686,0.040088184,0.07734044,0.011383318
cna_KDM7A,0.063644674,0.037383699,0.079849598,0.008973321
cna_JHDM1D-AS1,0.065272788,0.032768364,0.081506926,0.007642151
cna_RAB19,0.069412431,0.023169684,0.083537205,0.006253973
cna_SLC37A3,0.069412431,0.023169684,0.083537205,0.006253973
cna_MKRN1,0.069412431,0.023169684,0.083537205,0.006253973
cna_DENND2A,0.072057905,0.018404128,0.085284158,0.005245721
cna_ADCK2,0.072261273,0.01807607,0.086260838,0.004748286
cna_NDUFB2-AS1,0.073939693,0.015558302,0.087346382,0.004245751
cna_NDUFB2,0.073939693,0.015558302,0.087346382,0.004245751
cna_BRAF,0.073560192,0.016098917,0.086950951,0.004422945
cna_MRPS33,0.073583474,0.016065281,0.089443969,0.003408872
cna_TMEM178B,0.080468321,0.008453915,0.093338309,0.002241009
cna_AGK,0.070913232,0.020349424,0.088428717,0.00379315
cna_KIAA1147,0.071292748,0.019685489,0.086869356,0.004460331
cna_WEE2-AS1,0.071292748,0.019685489,0.086869356,0.004460331
cna_WEE2,0.071292748,0.019685489,0.086869356,0.004460331
cna_SSBP1,0.071292748,0.019685489,0.086869356,0.004460331
cna_TAS2R3,0.076201962,0.012654627,0.096046436,0.001658809
cna_TAS2R4,0.076201962,0.012654627,0.096046436,0.001658809
cna_TAS2R5,0.076201962,0.012654627,0.096046436,0.001658809
cna_PRSS37,0.075862556,0.013057172,0.09596703,0.001673685
cna_OR9A4,0.077343139,0.011380443,0.097686705,0.001377449
cna_CLEC5A,0.077417201,0.011301824,0.097204803,0.001455177
cna_TAS2R38,0.077417201,0.011301824,0.097204803,0.001455177
cna_MGAM,0.08509186,0.005349029,0.101383978,0.000896825
cna_MGAM2,0.08509186,0.005349029,0.101383978,0.000896825
cna_MOXD2P,0.08509186,0.005349029,0.101383978,0.000896825
cna_PRSS58,0.08509186,0.005349029,0.101383978,0.000896825
cna_TRY2P,0.08509186,0.005349029,0.101383978,0.000896825
cna_MTRNR2L6,0.085045391,0.005374267,0.100824022,0.000957916
cna_PRSS1,0.085045391,0.005374267,0.100824022,0.000957916
cna_PRSS2,0.085045391,0.005374267,0.100824022,0.000957916
cna_PRSS3P2,0.085045391,0.005374267,0.100824022,0.000957916
cna_EPHB6,0.079954758,0.008883082,0.099393646,0.001131869
cna_TRPV6,0.079750157,0.009059403,0.098365939,0.001274374
cna_TRPV5,0.078660233,0.010052298,0.099126735,0.001167393
cna_C7orf34,0.08344784,0.006309949,0.10204952,0.000828911
cna_KEL,0.08327048,0.006422379,0.101775775,0.000856246
cna_OR9A2,0.082014655,0.007271304,0.100020049,0.001052381
cna_OR6V1,0.082014655,0.007271304,0.100020049,0.001052381
cna_OR6W1P,0.082014655,0.007271304,0.100020049,0.001052381
cna_PIP,0.077299596,0.011426892,0.097811577,0.001357942
cna_TAS2R39,0.077299596,0.011426892,0.097811577,0.001357942
cna_TAS2R40,0.078194345,0.010505448,0.098023403,0.001325432
cna_GSTK1,0.078726858,0.009988935,0.10063362,0.000979551
cna_TMEM139,0.078726858,0.009988935,0.10063362,0.000979551
cna_CASP2,0.078726858,0.009988935,0.10063362,0.000979551
cna_CLCN1,0.078674731,0.01003848,0.101125962,0.000924512
cna_FAM131B,0.075390599,0.01363571,0.094184463,0.002041614
cna_MIR6892,0.075634243,0.01333428,0.095246832,0.001814309
cna_ZYX,0.075634243,0.01333428,0.095246832,0.001814309
cna_EPHA1,0.075634243,0.01333428,0.095246832,0.001814309
cna_EPHA1-AS1,0.077386188,0.011334686,0.094539175,0.00196297
cna_TAS2R60,0.082030512,0.007259986,0.098479185,0.001257897
cna_TAS2R41,0.082030512,0.007259986,0.098479185,0.001257897
cna_CTAGE15,0.083747739,0.00612386,0.097730144,0.001370634
cna_CTAGE6,0.083747739,0.00612386,0.097730144,0.001370634
cna_FAM115A,0.083747739,0.00612386,0.097730144,0.001370634
cna_FAM115C,0.083747739,0.00612386,0.097730144,0.001370634
cna_FAM115D,0.083747739,0.00612386,0.097730144,0.001370634
cna_LOC154761,0.083747739,0.00612386,0.097730144,0.001370634
cna_OR2F2,0.085862864,0.004945591,0.099072006,0.001174803
cna_OR2F1,0.085862864,0.004945591,0.099072006,0.001174803
cna_OR6B1,0.085862864,0.004945591,0.099072006,0.001174803
cna_OR2A5,0.088319484,0.003836755,0.100907447,0.000948577
cna_OR2A25,0.080805255,0.008182507,0.085199303,0.005291083
cna_OR2A12,0.080805255,0.008182507,0.085199303,0.005291083
cna_OR2A2,0.080805255,0.008182507,0.085199303,0.005291083
cna_OR2A14,0.078601278,0.010108663,0.083966337,0.005991346
cna_ARHGEF34P,0.075216737,0.013854467,0.081884044,0.007365129
cna_ARHGEF35,0.075216737,0.013854467,0.081884044,0.007365129
cna_ARHGEF5,0.075216737,0.013854467,0.081884044,0.007365129
cna_CTAGE4,0.075216737,0.013854467,0.081884044,0.007365129
cna_CTAGE8,0.075216737,0.013854467,0.081884044,0.007365129
cna_NOBOX,0.081487324,0.007656801,0.085723856,0.005016233
cna_OR2A1,0.075216737,0.013854467,0.081884044,0.007365129
cna_OR2A20P,0.075216737,0.013854467,0.081884044,0.007365129
cna_OR2A7,0.075216737,0.013854467,0.081884044,0.007365129
cna_OR2A9P,0.075216737,0.013854467,0.081884044,0.007365129
cna_RNU6-57P,0.075216737,0.013854467,0.081884044,0.007365129
cna_TPK1,0.075847321,0.013075503,0.082045272,0.007249466
cna_CNTNAP2,0.066756492,0.028995656,0.072076686,0.018373616
cna_MIR548AQ,0.061894262,0.042950742,0.070042093,0.02194762
cna_CNTNAP2-AS1,0.065744918,0.03152473,0.074545731,0.014728027
cna_MIR548I4,0.064464054,0.03499616,0.073930843,0.015570726
cna_MIR548F4,0.065563806,0.031996931,0.075410529,0.01361083
cna_MIR548F3,0.069665494,0.022671617,0.076697787,0.012086284
cna_MIR548T,0.06786034,0.026436814,0.074751008,0.014455775
cna_C7orf33,0.071325997,0.019628232,0.076018739,0.01287055
cna_CUL1,0.065723118,0.031581248,0.069157724,0.023680538
cna_EZH2,0.06085697,0.046568741,0.06626518,0.030201346
cna_PDIA4,0.064188678,0.035783633,0.069155239,0.02368557
cna_ZNF425,0.064188678,0.035783633,0.069155239,0.02368557
cna_ZNF786,0.064188678,0.035783633,0.069155239,0.02368557
cna_ZNF398,0.064762242,0.034160162,0.070862076,0.020440391
cna_ZNF282,0.064762242,0.034160162,0.070862076,0.020440391
cna_ZNF212,0.064517456,0.034845174,0.07071342,0.020706754
cna_ZNF783,0.064517456,0.034845174,0.07071342,0.020706754
cna_LOC155060,0.064517456,0.034845174,0.07071342,0.020706754
cna_ZNF777,0.069335474,0.023323015,0.073291734,0.016491238
cna_ZNF746,0.069327999,0.023337957,0.073904136,0.015608269
cna_ZNF767,0.0696275,0.022745798,0.074494462,0.014796724
cna_KRBA1,0.068868155,0.024273142,0.073188337,0.016644562
cna_ZNF467,0.068188612,0.025714457,0.071491503,0.019345379
cna_SSPO,0.068188612,0.025714457,0.071491503,0.019345379
cna_ATP6V0E2-AS1,0.068603625,0.024825679,0.072943322,0.017012891
cna_ATP6V0E2,0.068603625,0.024825679,0.072943322,0.017012891
cna_ZNF862,0.068603625,0.024825679,0.072943322,0.017012891
cna_ACTR3C,0.067352675,0.027588377,0.074978024,0.014159859
cna_LRRC61,0.066934596,0.028568921,0.073507791,0.016174845
cna_ZBED6CL,0.067352675,0.027588377,0.074978024,0.014159859
cna_RARRES2,0.066934596,0.028568921,0.073507791,0.016174845
cna_REPIN1,0.066934596,0.028568921,0.073507791,0.016174845
cna_RNU6-33P,0.066934596,0.028568921,0.073507791,0.016174845
cna_ZNF775,0.066934596,0.028568921,0.073507791,0.016174845
cna_LOC728743,0.066934596,0.028568921,0.073507791,0.016174845
cna_LINC00996,0.060931384,0.046300926,0.067527953,0.027185993
cna_GIMAP8,0.060931384,0.046300926,0.067527953,0.027185993
cna_GIMAP7,0.060931384,0.046300926,0.067527953,0.027185993
cna_GIMAP2,0.063703777,0.037206966,0.075270703,0.013786237
cna_GIMAP1-GIMAP5,0.06456947,0.034698646,0.076021807,0.012866908
cna_GIMAP1,0.063703777,0.037206966,0.075270703,0.013786237
cna_GIMAP5,0.06456947,0.034698646,0.076021807,0.012866908
cna_TMEM176B,0.065064902,0.033329116,0.075664244,0.013297574
cna_TMEM176A,0.065064902,0.033329116,0.075664244,0.013297574
cna_AOC1,0.064835107,0.03395849,0.074562734,0.014705306
cna_KCNH2,0.064835107,0.03395849,0.074562734,0.014705306
cna_NOS3,0.065939471,0.031024145,0.07487737,0.014290397
cna_ATG9B,0.06803669,0.026046612,0.075575461,0.013406461
cna_ABCB8,0.06803669,0.026046612,0.075575461,0.013406461
cna_ASIC3,0.068027114,0.026067671,0.076191161,0.012667267
cna_CDK5,0.068027114,0.026067671,0.076191161,0.012667267
cna_SLC4A2,0.068027114,0.026067671,0.076191161,0.012667267
cna_FASTK,0.068027114,0.026067671,0.076191161,0.012667267
cna_TMUB1,0.068027114,0.026067671,0.076191161,0.012667267
cna_AGAP3,0.065894992,0.031137984,0.073691547,0.015909958
cna_GBX1,0.068680511,0.024663974,0.076594523,0.012202753
cna_ASB10,0.068680511,0.024663974,0.076594523,0.012202753
cna_ABCF2,0.068680511,0.024663974,0.076594523,0.012202753
cna_CHPF2,0.067574645,0.02707966,0.076279803,0.012563867
cna_MIR671,0.067574645,0.02707966,0.076279803,0.012563867
cna_SMARCD3,0.067574645,0.02707966,0.076279803,0.012563867
cna_NUB1,0.068640058,0.024748941,0.078137814,0.01056165
cna_WDR86,0.068640058,0.024748941,0.078137814,0.01056165
cna_WDR86-AS1,0.068640058,0.024748941,0.078137814,0.01056165
cna_CRYGN,0.068640058,0.024748941,0.078137814,0.01056165
cna_MIR3907,0.068640058,0.024748941,0.078137814,0.01056165
cna_RHEB,0.073560666,0.01609823,0.0822624,0.007096273
cna_PRKAG2,0.063817571,0.036868694,0.072818565,0.017203166
cna_PRKAG2-AS1,0.062516681,0.040895894,0.072965276,0.016979599
cna_GALNTL5,0.064942007,0.033664457,0.07383982,0.015699006
cna_GALNT11,0.069334179,0.023325603,0.079111818,0.009629736
cna_KMT2C,0.072775781,0.017268846,0.083280903,0.006415722
cna_FABP5P3,0.075697214,0.013257338,0.08446177,0.005700514
cna_LINC01003,0.075715261,0.013235359,0.084164515,0.005873445
cna_XRCC2,0.078241128,0.010459139,0.08478654,0.00551683
cna_ACTR3B,0.078471091,0.01023413,0.085781873,0.004986639
cna_DPP6,0.093224298,0.002269198,0.09611306,0.001646422
cna_PAXIP1-AS2,0.088059666,0.003942305,0.092600224,0.002429324
cna_PAXIP1,0.088059666,0.003942305,0.092600224,0.002429324
cna_PAXIP1-AS1,0.088059666,0.003942305,0.092600224,0.002429324
cna_HTR5A-AS1,0.091232129,0.002817078,0.095676554,0.001729152
cna_HTR5A,0.091232129,0.002817078,0.095676554,0.001729152
cna_INSIG1,0.094107506,0.002059053,0.096551519,0.001566998
cna_BLACE,0.087509314,0.00417463,0.092147008,0.002552012
cna_EN2,0.08703139,0.004386367,0.090985878,0.00289259
cna_CNPY1,0.08703139,0.004386367,0.090985878,0.00289259
cna_RBM33,0.094939261,0.001877604,0.102530087,0.000782869
cna_SHH,0.088398197,0.003805287,0.095015923,0.001861641
cna_AC073133.1,0.087018416,0.004392248,0.096063731,0.001655586
cna_LINC01006,0.087285435,0.004272635,0.095575988,0.001748745
cna_LINC00244,0.087018416,0.004392248,0.096063731,0.001655586
cna_C7orf13,0.086194064,0.004780885,0.093553577,0.002188658
cna_RNF32,0.089851693,0.003264772,0.094517121,0.001967777
cna_LMBR1,0.091091302,0.002860039,0.094821019,0.001902472
cna_NOM1,0.086842551,0.004472674,0.09178079,0.002655254
cna_MNX1,0.08794354,0.003990327,0.092945232,0.002339568
cna_MNX1-AS1,0.08794354,0.003990327,0.092945232,0.002339568
cna_UBE3C,0.076023159,0.012865304,0.083738778,0.006129349
cna_DNAJB6,0.074915671,0.0142406,0.081842215,0.007395406
cna_AC006372.4,0.078787436,0.009931633,0.083662611,0.006176174
cna_PTPRN2,0.077718693,0.010986727,0.080066188,0.008788347
cna_MIR153-2,0.078956649,0.009773115,0.085115124,0.005336434
cna_PTPRN2-AS1,0.082251834,0.00710366,0.08978601,0.003287605
cna_MIR595,0.081065756,0.007978034,0.084481605,0.00568914
cna_ESYT2,0.080114195,0.008747811,0.084246704,0.005825165
cna_LINC00689,0.080114195,0.008747811,0.084246704,0.005825165
cna_MIR5707,0.080114195,0.008747811,0.084246704,0.005825165
cna_NCAPG2,0.080114195,0.008747811,0.084246704,0.005825165
cna_VIPR2,0.080114195,0.008747811,0.084246704,0.005825165
cna_WDR60,0.080114195,0.008747811,0.084246704,0.005825165
